CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
10216,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/messagesource/impl/MutableResourceBundleMessageSource.java,MutableResourceBundleMessageSource.merge
10214,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/layout/name/NameTemplate.java,NameTemplate.format
10212,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/AdministrationServiceTest.java,AdministrationServiceTest.getPresentationLocales_shouldNotReturnMoreLocalesThanMessageSourceServiceLocales
10211,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/module/ModuleFileParserUnitTest.java,ModuleFileParserUnitTest$ModuleConfigXmlBuilder.withDoctype
10206,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/impl/AdministrationServiceImpl.java,AdministrationServiceImpl.getPresentationLocales
10203,UwF: Unwritten field,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Correctness,/api/src/test/java/org/openmrs/module/ModuleUtilTest.java,
10202,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.getComplexObs_shouldReturnNormalObsForNonComplexObs
10199,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/customdatatype/SerializingCustomDatatype.java,SerializingCustomDatatype.getTextSummary
10196,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/DatatypeServiceTest.java,DatatypeServiceTest.getHandler_shouldReturnAHandlerForTheSpecifiedDatatype
10192,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.processMessage_shouldSetValueAsBooleanForObsIfTheAnswerIs0Or1AndQuestionDatatypeIsBoolean
10191,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/db/PatientDAOTest.java,PatientDAOTest.getPatients_shouldGetNewPatientByIdentifierStartMatch
10187,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/LocationServiceTest.java,LocationServiceTest.unretireLocation_shouldUnretireRetiredLocation
10186,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/messagesource/impl/CachedMessageSource.java,CachedMessageSource.merge
10185,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/propertyeditor/ConceptAnswersEditor.java,ConceptAnswersEditor.setAsText
10182,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/messagesource/impl/MutableResourceBundleMessageSource.java,MutableResourceBundleMessageSource.merge
10180,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/DatabaseUpdater.java,DatabaseUpdater.getUnrunDatabaseChanges
10179,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.checkTasksRunConcurrently
10177,Ignoring number of bytes read,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Error handling issues,/api/src/main/java/org/openmrs/util/OpenmrsUtil.java,OpenmrsUtil.getFileAsBytes
10176,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/propertyeditor/BasePropertyEditorTest.java,BasePropertyEditorTest.shouldReturnEmptyStringIfValueIsNull
10175,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleFactory.java,ModuleFactory.updateModule
10168,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/test/MigrateDataSet.java,MigrateDataSet.doMigration
10160,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/context/ContextTest.java,ContextTest.refreshAuthenticatedUser_shouldGetFreshValuesFromTheDatabase
10156,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/propertyeditor/BasePropertyEditorTest.java,BasePropertyEditorTest.shouldReturnTheObjectIdIfValueIsNotNull
10154,Useless call,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/test/java/org/openmrs/CohortTest.java,java.util.function.Consumer.accept
10148,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/AttributableDate.java,AttributableDate.hydrate
10141,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/util/ReflectTest.java,ReflectTest.isSuperClass_shouldReturnFalseForAGenericWhoseBoundIsNotASubclass
10135,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/webapp/src/test/java/org/openmrs/MessagePropertiesHelper.java,MessagePropertiesHelper.listMessagePropertiesFiles
10134,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/ConceptTest.java,ConceptTest.getShortestName_shouldReturnTheNameMarkedAsTheShortNameForTheLocaleIfItIsPresent
10125,STCAL: Static use of type Calendar or DateFormat,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/api/PersonServiceTest.java,
10124,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/impl/ObsServiceImpl.java,ObsServiceImpl.getComplexObs
10122,LI: Unsynchronized Lazy Initialization,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/main/java/org/openmrs/util/OpenmrsClassLoader.java,OpenmrsClassLoader.getLibCacheFolder
10121,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/web/filter/GZIPResponseWrapper.java,GZIPResponseWrapper.getWriter
10115,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/databasechange/ConceptValidatorChangeSet.java,ConceptValidatorChangeSet.validateAndCleanUpConcepts
10112,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/springframework/http/converter/json/MappingJacksonHttpMessageConverter.java,MappingJacksonHttpMessageConverter.getJsonEncoding
10107,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.saveObs_shouldNotOverwriteFileWhenUpdatingAComplexObs
10105,Identical code for different branches,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/main/java/org/openmrs/api/db/hibernate/HibernatePatientDAO.java,HibernatePatientDAO.findPatients
10104,Unguarded read,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest$InitSequenceTestTask.initialize
10102,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/DatatypeServiceTest.java,DatatypeServiceTest.getHandler_shouldReturnAHandlerForADatatypeThatExtendsAGenericSuperclass
10101,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/AdministrationServiceTest.java,AdministrationServiceTest.getCacheForCurrentUser
10100,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/db/hibernate/HibernateSerializedObjectDAO.java,HibernateSerializedObjectDAO.saveObject
10099,Unguarded write,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter$UpdateFilterCompletion$1.run
10095,Useless call,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/main/java/org/openmrs/messagesource/impl/MutableResourceBundleMessageSource.java,MutableResourceBundleMessageSource.merge
10094,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/module/web/ModuleServlet.java,ModuleServlet.service
10084,Useless call,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/main/java/org/openmrs/util/OpenmrsUtil.java,OpenmrsUtil.parse
10082,LI: Unsynchronized Lazy Initialization,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/test/BaseContextSensitiveTest.java,BaseContextSensitiveTest.getRuntimeProperties
10075,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/HL7ServiceTest.java,HL7ServiceTest.resolveUserId_shouldReturnUserUsingFirstAndLastNameGivenUserIDIsNull
10073,Copy-paste error,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/webapp/target/openmrs/WEB-INF/view/scripts/jquery-ui/js/jquery-ui-timepicker-addon.js,_injectTimePicker
10060,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/DatabaseUpdater.java,DatabaseUpdater.isLocked
10058,SWL: Sleep with lock held,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter.doPost
10055,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleClassLoader.java,ModuleClassLoader.collectRequiredModuleImports
10054,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/hl7/handler/ORUR01Handler.java,ORUR01Handler.parseObs
10048,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/notification/Alert.java,Alert.markAlertRead
10045,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java,PatientProgramValidatorTest.validate_shouldFailIfThereIsMoreThanOneStateWithANullStartDateInTheSameWorkflow
10044,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/db/hibernate/HibernateSerializedObjectDAO.java,HibernateSerializedObjectDAO.convertSerializedObject
10043,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/HL7ServiceTest.java,HL7ServiceTest.resolveUserId_shouldReturnUserUsingUsername
10040,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/db/SerializedObjectDAOTest.java,SerializedObjectDAOTest.getObjectByUuid_shouldReturnTheSavedObject
10039,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ConceptServiceTest.java,ConceptServiceTest.getConceptByMapping_shouldReturnRetiredConceptIfOnlyMatch
10037,Property access or function call before check for null or undefined,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/webapp/target/openmrs/WEB-INF/view/scripts/jquery-ui/js/jquery-ui-timepicker-addon.js,_injectTimePicker
10036,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/databasechange/ConceptValidatorChangeSet.java,ConceptValidatorChangeSet.runBatchUpdate
10035,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldNotAllowTaskExecuteToRunBeforeInitializationIsComplete
10034,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/DatatypeServiceTest.java,DatatypeServiceTest.getHandler_shouldReturnAHandlerForTheSpecifiedDatatype
10033,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ConceptServiceTest.java,ConceptServiceTest.getDrugs_shouldReturnUniqueDrugs
10029,Logically dead code,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/webapp/target/openmrs/WEB-INF/view/scripts/jquery-ui/js/jquery-ui-timepicker-addon.js,$.datepicker._optionDatepicker
10028,DMI: Dubious method invocation,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Correctness,/api/src/test/java/org/openmrs/api/impl/DiagnosisServiceImplTest.java,DiagnosisServiceImplTest.getDiagnoses_shouldGetDiagnosesOfPatientWithDate
10025,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/OpenmrsTestsTest.java,OpenmrsTestsTest.getClassesInDirectory
10021,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/impl/ObsServiceImpl.java,ObsServiceImpl.getObsByUuid
10020,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/web/Listener.java,Listener.contextInitialized
10019,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.parseObs_shouldAddMultipleCommentsForAnObservationAsOneComment
10007,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/util/LocationUtilityTest.java,LocationUtilityTest.getUserDefaultLocation_shouldReturnTheUserSpecifiedLocationIfAnyIsSet
10006,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/web/Listener.java,Listener.startOpenmrs
10005,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/EventListeners.java,EventListeners.setGlobalPropertyListenersToEmpty
10004,Unguarded write,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter$UpdateFilterCompletion$1.run
10411,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/CohortTest.java,CohortTest.lambda$getCommaSeparatedPatientIds_shouldReturnCommaSeparatedListOfPatients$5
10408,NP: Null pointer dereference,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/Obs.java,Obs.getValueBoolean
10405,Dm: Dubious method used,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Internationalization,/api/src/test/java/org/openmrs/util/databasechange/DatabaseUpgradeTestUtil.java,DatabaseUpgradeTestUtil.executeDataset
10404,Hashing a password with a weak salt,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/api/src/main/java/org/openmrs/util/Security.java,Security.encodeStringSHA1
10402,DMI: Dubious method invocation,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/SimpleDosingInstructionsTest.java,SimpleDosingInstructionsTest.createConceptWithName
10401,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.doGet
10399,Resource leak on an exceptional path,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/api/src/test/java/org/openmrs/module/ModuleFileParserTest.java,ModuleFileParserTest.writeConfigXmlToFile
10398,DLS: Dead local store,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/api/OrderServiceTest.java,OrderServiceTest.saveOrder_shouldThrowAmbiguousOrderExceptionIfDisconnectingMultipleActiveDrugOrdersWithTheSameDrug
10395,HE: Equal objects must have equal hashcodes,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/BaseOpenmrsObjectTest.java,BaseOpenmrsObjectTest$1AnotherTestClass.equals
10391,SIC: Inner class could be made static,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/test/java/org/openmrs/module/ModuleFileParserUnitTest.java,
10385,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/main/java/org/openmrs/api/context/UserContext.java,UserContext.becomeUser
10384,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.importTestDataSet
10380,Unnecessary call to org.hibernate.Session.get method,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/api/src/test/java/org/openmrs/api/PatientServiceTest.java,PatientServiceTest.savePatientIdentifier_shouldCreateNewPatientIndentifier
10379,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.saveObs_shouldNotOverwriteFileWhenUpdatingAComplexObs
10378,REC: RuntimeException capture,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/main/java/org/openmrs/module/ModuleFactory.java,ModuleFactory.startModuleInternal
10377,NP: Null pointer dereference,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/customdatatype/datatype/BooleanDatatype.java,BooleanDatatype.deserialize
10376,Se: Incorrect definition of Serializable class,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/main/java/org/openmrs/module/web/filter/ModuleFilterDefinition.java,
10375,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/patient/impl/VerhoeffIdentifierValidatorTest.java,VerhoeffIdentifierValidatorTest.isValid_shouldFailWithNumericSuffixes
10374,UrF: Unread field,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/main/java/org/openmrs/util/databasechange/CreateDiscontinueOrders.java,
10373,Dm: Dubious method used,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Internationalization,/api/src/test/java/org/openmrs/module/ModuleFileParserUnitTest.java,ModuleFileParserUnitTest.getByteArray
10371,Resource leak on an exceptional path,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/api/src/main/java/org/openmrs/util/databasechange/ConvertOrderersToProviders.java,ConvertOrderersToProviders.convertOrdererToProvider
10370,SIC: Inner class could be made static,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/main/java/org/openmrs/serialization/SimpleXStreamSerializer.java,
10368,UrF: Unread field,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/test/java/org/openmrs/api/db/hibernate/HibernateAdministrationDAOTest.java,
10364,Dm: Dubious method used,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Internationalization,/api/src/test/java/org/openmrs/module/ModuleFileParserTest.java,ModuleFileParserTest.getByteArray
10363,Unsafe reflection,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/api/src/main/java/org/openmrs/util/DatabaseUtil.java,DatabaseUtil.loadDatabaseDriver
10362,Dm: Dubious method used,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Internationalization,/api/src/test/java/org/openmrs/test/MigrateDataSet.java,MigrateDataSet.execMysqlCmd
10360,Hashing a password with a weak salt,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/api/src/main/java/org/openmrs/util/Security.java,Security.encodeString
10354,Bx: Questionable Boxing of primitive value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/main/java/org/openmrs/logic/result/Result.java,Result.toBoolean
10351,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/BaseOpenmrsObjectTest.java,BaseOpenmrsObjectTest.hashCode_shouldNotFailIfUuidIsNull
10350,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/main/java/org/openmrs/web/filter/initialization/TestInstallUtil.java,TestInstallUtil.addZippedTestModules
10349,UrF: Unread field,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/test/java/org/openmrs/api/context/ContextMockHelper.java,
10348,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/main/java/org/openmrs/web/Listener.java,Listener.clearDWRFile
10347,ES: Checking String equality using == or !=,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/module/Module.java,Module.isNoNeedToExpand
10345,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/ObsBehaviorTest.java,ObsBehaviorTest.shouldVoidAndReplaceOnlyEditedUnvoidedObsWhenTheyAreFlushedToTheDatabase
10344,Hashing a password with a weak salt,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/api/src/main/java/org/openmrs/util/Security.java,Security.encodeStringSHA1
10342,DLS: Dead local store,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.processMessage_shouldCreateAnEncounterAndFindTheProviderByUuid
10340,SIC: Inner class could be made static,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/test/java/org/openmrs/api/context/DaemonTest.java,
10338,SIC: Inner class could be made static,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/main/java/org/openmrs/util/OpenmrsClassLoader.java,
10337,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/api/PatientServiceTest.java,PatientServiceTest.shouldFetchAddressesForPersonsThatWereFirstFetchedAsPatients
10336,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/api/ConceptServiceTest.java,ConceptServiceTest.shouldFetchDescriptionsForConceptsThatWereFirstFetchedAsNumerics
10335,Unnecessary call to org.hibernate.Session.get method,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/api/src/test/java/org/openmrs/api/EncounterServiceTest.java,EncounterServiceTest.getEncounterWithViewPrivilege
10334,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/propertyeditor/WorkflowCollectionEditor.java,WorkflowCollectionEditor.setAsText
10331,RV: Bad use of return value,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/web/src/test/java/org/openmrs/web/test/WebModuleActivatorTest.java,WebModuleActivatorTest.createWebInfFolderIfNotExist
10330,Unnecessary call to org.hibernate.Session.get method,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/api/src/test/java/org/openmrs/api/FormServiceTest.java,FormServiceTest.saveFormField_shouldInjectFormFieldsFromSerializableComplexObsHandlers
