CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
10023,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/patient/impl/VerhoeffIdentifierValidatorTest.java,VerhoeffIdentifierValidatorTest.isValid_shouldFailWithInvalidSuffixes
10018,Call to an inherently dangerous function,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Low impact security,/api/src/main/java/org/openmrs/util/OpenmrsClassLoader.java,OpenmrsClassLoader.onShutdown
10017,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/util/databasechange/BooleanConceptChangeSet.java,BooleanConceptChangeSet.createConcept
10015,Resource leak on an exceptional path,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Exceptional resource leaks,/api/src/test/java/org/openmrs/test/MigrateDataSet.java,MigrateDataSet.doMigration
10014,DLS: Dead local store,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Dodgy code,/api/src/test/java/org/openmrs/notification/db/hibernate/HibernateAlertDAOTest.java,HibernateAlertDAOTest.shouldGetAlerts
10013,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/util/OpenmrsUtil.java,OpenmrsUtil.parse
10009,SnVI: Serializable class with no Version ID,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/person/PersonMergeLog.java,
10008,UrF: Unread field,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Performance,/api/src/test/java/org/openmrs/validator/PersonAddressValidatorTest.java,
10003,Unnecessary call to org.hibernate.Session.get method,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/api/src/test/java/org/openmrs/api/FormServiceTest.java,FormServiceTest.saveFormResource_shouldOverwriteAnExistingResourceWithSameName
10002,Se: Incorrect definition of Serializable class,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/main/java/org/openmrs/notification/impl/AlertServiceImpl.java,
10001,DE: Dropped or ignored exception,Low,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Bad practice,/api/src/test/java/org/openmrs/api/CohortServiceTest.java,CohortServiceTest.voidCohort_shouldFailIfReasonIsEmpty
